,locality,property_type,property_subtype,price,number_rooms,living_area,kitchen,furnished,fireplace,terrace,terrace_area,garden,garden_area,surface_land,number_facades,swimming_pool,building_state
12508,Seraing,HOUSE,MIXED_USE_BUILDING,209000.0,4.0,223.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,115.0,3.0,0,GOOD
12509,Seraing,HOUSE,APARTMENT_BLOCK,209000.0,4.0,223.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,115.0,3.0,0,GOOD
12510,Liege Grivegnée,HOUSE,HOUSE,215000.0,6.0,228.0,INSTALLED,0,0.0,0,0.0,1,220.0,544.0,3.0,0,TO_BE_DONE_UP
12511,Herstal,HOUSE,HOUSE,229000.0,2.0,75.0,INSTALLED,0,0.0,1,48.0,1,80.0,235.0,2.0,0,GOOD
12512,Saint-Nicolas,HOUSE,HOUSE,259000.0,3.0,120.0,INSTALLED,0,0.0,1,25.0,1,110.0,265.0,2.0,0,TO_BE_DONE_UP
12513,Mellet,HOUSE,HOUSE,265000.0,3.0,141.0,NOT_DEFINED,0,0.0,1,29.0,1,522.0,700.0,4.0,0,TO_BE_DONE_UP
12514,Ruisbroek,HOUSE,HOUSE,275000.0,3.0,90.0,NOT_DEFINED,0,0.0,1,15.0,0,0.0,0.0,0.0,0,GOOD
12515,Ans,HOUSE,HOUSE,275000.0,3.0,122.0,INSTALLED,0,0.0,1,17.0,1,339.0,447.0,2.0,0,GOOD
12516,Fleurus,HOUSE,MIXED_USE_BUILDING,279000.0,4.0,211.0,INSTALLED,0,0.0,0,0.0,1,35.0,150.0,2.0,0,GOOD
12517,Lummen,HOUSE,HOUSE,349000.0,3.0,176.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,715.0,4.0,0,JUST_RENOVATED
12518,Ans,HOUSE,VILLA,349000.0,3.0,137.0,INSTALLED,0,0.0,1,20.0,1,452.0,589.0,0.0,0,GOOD
12519,Eeklo,HOUSE,BUNGALOW,349000.0,3.0,150.0,SEMI_EQUIPPED,0,1.0,1,80.0,1,500.0,630.0,3.0,0,GOOD
12520,Mol,HOUSE,HOUSE,369000.0,3.0,175.0,INSTALLED,0,0.0,0,0.0,0,0.0,334.0,0.0,0,UNKNOWN
12521,Aalst,HOUSE,EXCEPTIONAL_PROPERTY,375000.0,3.0,175.0,HYPER_EQUIPPED,0,0.0,1,12.0,1,92.0,159.0,2.0,0,AS_NEW
12522,JAUCHE,HOUSE,HOUSE,389999.0,4.0,148.0,USA_INSTALLED,0,1.0,1,30.0,1,0.0,404.0,3.0,0,GOOD
12523,Agia Paraskevi,APARTMENT,APARTMENT,150000.0,2.0,81.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12524,Politika,HOUSE,HOUSE,220000.0,4.0,93.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12525,Nea Smyrni,APARTMENT,APARTMENT,300000.0,2.0,118.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12526,Arlon,APARTMENT,APARTMENT,215000.0,1.0,78.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12527,Montigny-le-Tilleul,HOUSE,APARTMENT_BLOCK,499000.0,0.0,350.5386996904025,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12528,Montigny-le-Tilleul,HOUSE,HOUSE,499000.0,0.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12529,Amblève,HOUSE,HOUSE,299000.0,7.0,300.0,INSTALLED,1,0.0,1,0.0,1,1200.0,1400.0,4.0,0,GOOD
12530,Amblève,HOUSE,HOUSE,191000.0,2.0,100.0,INSTALLED,1,0.0,0,0.0,1,370.0,650.0,4.0,0,JUST_RENOVATED
12531,Amblève,HOUSE,MIXED_USE_BUILDING,490000.0,7.0,266.0,INSTALLED,1,0.0,1,45.0,1,1400.0,2049.0,4.0,0,GOOD
12532,Spa,APARTMENT,APARTMENT,199000.0,3.0,281.0,INSTALLED,0,0.0,0,0.0,0,0.0,0.0,3.0,0,TO_RENOVATE
12533,Schaerbeek,APARTMENT,APARTMENT,325000.0,2.0,94.0,HYPER_EQUIPPED,0,0.0,1,15.0,0,0.0,0.0,2.0,0,AS_NEW
12534,Bruxelles,APARTMENT,APARTMENT,279900.0,2.0,86.0,USA_HYPER_EQUIPPED,0,0.0,1,8.0,0,0.0,0.0,2.0,0,AS_NEW
12535,Bruxelles,APARTMENT,APARTMENT,224900.0,1.0,67.0,USA_HYPER_EQUIPPED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,AS_NEW
12536,Bruxelles,APARTMENT,APARTMENT,299900.0,3.0,101.0,USA_HYPER_EQUIPPED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,AS_NEW
12537,Bruxelles,APARTMENT,APARTMENT,249900.0,1.0,72.0,USA_HYPER_EQUIPPED,0,0.0,1,10.0,1,35.0,0.0,2.0,0,AS_NEW
12538,Uccle,HOUSE,MIXED_USE_BUILDING,1299000.0,8.0,500.0,INSTALLED,0,0.0,0,0.0,0,0.0,140.0,2.0,0,GOOD
12539,Bruxelles,APARTMENT,FLAT_STUDIO,295000.0,0.0,44.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12540,Liege 1,HOUSE,HOUSE,349000.0,3.0,232.0,INSTALLED,0,0.0,1,10.0,0,0.0,90.0,2.0,0,UNKNOWN
12541,Soumagne,HOUSE,HOUSE,249000.0,4.0,153.0,INSTALLED,0,0.0,1,22.0,0,0.0,124.0,3.0,0,UNKNOWN
12542,Kraainem,HOUSE,HOUSE,450000.0,3.0,119.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,70.0,150.0,2.0,0,TO_RENOVATE
12543,Saint-Remy (Blegny),APARTMENT,DUPLEX,329000.0,2.0,213.0,INSTALLED,0,0.0,1,21.0,0,0.0,0.0,2.0,0,UNKNOWN
12544,Blegny,HOUSE,BUNGALOW,199000.0,2.0,75.0,INSTALLED,0,0.0,0,0.0,0,0.0,750.0,4.0,0,UNKNOWN
12545,Braine-le-Comte,HOUSE,HOUSE,335000.0,5.0,200.0,INSTALLED,0,1.0,1,56.0,1,321.0,550.0,4.0,0,GOOD
12546,Merksem,APARTMENT,APARTMENT,299000.0,3.0,125.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,GOOD
12547,Braine-l'Alleud,HOUSE,HOUSE,325000.0,4.0,198.0,NOT_DEFINED,0,0.0,1,16.0,0,0.0,380.0,4.0,0,UNKNOWN
12548,Roeselare,HOUSE,HOUSE,99000.0,2.0,195.89453526389536,NOT_INSTALLED,0,0.0,0,0.0,0,0.0,90.0,3.0,0,TO_RENOVATE
12549,Roeselare,HOUSE,HOUSE,250000.0,4.0,173.0,INSTALLED,0,0.0,1,25.0,0,0.0,387.0,3.0,0,GOOD
12550,Braine L'alleud,HOUSE,HOUSE,395000.0,5.0,160.0,NOT_DEFINED,0,0.0,0,0.0,1,476.0,476.0,3.0,0,UNKNOWN
12551,Ixelles,HOUSE,MANSION,1950000.0,15.0,1752.0,INSTALLED,0,0.0,0,0.0,0,0.0,685.0,2.0,0,UNKNOWN
12552,Ixelles,HOUSE,APARTMENT_BLOCK,1950000.0,15.0,1752.0,INSTALLED,0,0.0,0,0.0,0,0.0,685.0,2.0,0,UNKNOWN
12553,Ingelmunster,HOUSE,HOUSE,229000.0,3.0,208.0,NOT_DEFINED,0,0.0,1,1.0,1,1.0,204.0,2.0,0,JUST_RENOVATED
12554,Mechelen,HOUSE,HOUSE,249000.0,2.0,202.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,120.0,2.0,0,TO_RENOVATE
12555,Clabecq,HOUSE,HOUSE,289000.0,5.0,161.0,SEMI_EQUIPPED,0,0.0,1,0.0,0,0.0,548.0,3.0,0,GOOD
12556,Halle,HOUSE,HOUSE,295000.0,2.0,128.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,151.0,2.0,0,TO_RENOVATE
12557,FORÊT,HOUSE,HOUSE,299000.0,3.0,325.0,NOT_DEFINED,0,0.0,1,12.0,1,1000.0,0.0,3.0,0,UNKNOWN
12558,BOUFFIOULX,HOUSE,HOUSE,330000.0,6.0,270.0,HYPER_EQUIPPED,0,0.0,1,15.0,1,410.0,560.0,3.0,0,GOOD
12559,Affligem,HOUSE,BUNGALOW,370000.0,3.0,138.0,HYPER_EQUIPPED,0,0.0,1,20.0,1,200.0,587.0,4.0,0,GOOD
12560,Anderlecht,HOUSE,TOWN_HOUSE,375000.0,3.0,125.0,INSTALLED,0,0.0,1,15.0,1,45.0,157.0,2.0,0,TO_BE_DONE_UP
12561,Orp-Jauche,HOUSE,MANSION,375000.0,4.0,310.0,INSTALLED,0,0.0,1,24.0,1,500.0,1167.0,4.0,0,GOOD
12562,Kuurne,HOUSE,VILLA,425000.0,4.0,190.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,521.0,4.0,0,JUST_RENOVATED
12563,Ternat,HOUSE,VILLA,449000.0,3.0,211.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,705.0,4.0,0,GOOD
12564,Antwerp,HOUSE,HOUSE,475000.0,4.0,241.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,114.0,204.0,3.0,0,GOOD
12565,Tilff,HOUSE,APARTMENT_BLOCK,650000.0,5.0,355.0,SEMI_EQUIPPED,0,0.0,0,0.0,0,0.0,136.0,3.0,0,GOOD
12566,Wavre,HOUSE,HOUSE,700000.0,5.0,290.0,HYPER_EQUIPPED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,AS_NEW
12567,Halle,HOUSE,HOUSE,990000.0,5.0,349.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,3653.0,4.0,1,GOOD
12568,Pepingen,HOUSE,HOUSE,990000.0,5.0,349.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,3653.0,4.0,1,GOOD
12569,Wavre,HOUSE,HOUSE,1000000.0,6.0,390.0,INSTALLED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,AS_NEW
12570,Ans,HOUSE,HOUSE,220000.0,4.0,125.0,SEMI_EQUIPPED,0,0.0,1,48.0,1,70.0,162.0,2.0,0,TO_BE_DONE_UP
12571,ROGNÉE,HOUSE,HOUSE,239000.0,3.0,180.0,SEMI_EQUIPPED,0,0.0,1,15.0,1,787.0,1119.0,3.0,0,GOOD
12572,Marchienne-au-Pont,HOUSE,HOUSE,79000.0,2.0,135.0,SEMI_EQUIPPED,0,0.0,1,14.0,1,237.0,284.0,2.0,0,UNKNOWN
12573,Liège,HOUSE,HOUSE,145000.0,1.0,70.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,UNKNOWN
12574,Sint-Laureins,HOUSE,HOUSE,215000.0,2.0,135.0,INSTALLED,0,0.0,0,0.0,0,0.0,319.0,2.0,0,GOOD
12575,Houtain-le-Val,HOUSE,HOUSE,330000.0,4.0,195.0,NOT_DEFINED,0,0.0,1,12.0,1,600.0,740.0,3.0,0,GOOD
12576,Anzegem,HOUSE,HOUSE,369000.0,4.0,241.0,NOT_DEFINED,0,0.0,1,0.0,1,0.0,630.0,4.0,0,JUST_RENOVATED
12577,Buggenhout,HOUSE,HOUSE,460000.0,3.0,270.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1784.0,4.0,0,GOOD
12578,Arlon,HOUSE,HOUSE,515000.0,3.0,184.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1544.0,4.0,0,UNKNOWN
12579,Halle,HOUSE,HOUSE,559000.0,5.0,246.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1067.0,4.0,0,GOOD
12580,Halle,HOUSE,HOUSE,559000.0,5.0,246.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1067.0,4.0,0,GOOD
12581,Lembeek,HOUSE,HOUSE,559000.0,5.0,246.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,1067.0,4.0,0,GOOD
12582,Aalst,HOUSE,MIXED_USE_BUILDING,599000.0,4.0,210.0,INSTALLED,0,0.0,1,0.0,0,0.0,1476.0,3.0,0,TO_BE_DONE_UP
12583,Geetbets,HOUSE,HOUSE,150000.0,2.0,171.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,800.0,3.0,0,TO_RENOVATE
12584,Arquennes,HOUSE,HOUSE,495000.0,4.0,220.0,INSTALLED,0,1.0,1,0.0,1,0.0,3029.0,3.0,0,TO_RENOVATE
12585,Antwerp,APARTMENT,PENTHOUSE,660000.0,3.0,134.0,NOT_DEFINED,0,0.0,1,75.0,0,0.0,0.0,3.0,0,UNKNOWN
12586,Brasschaat,APARTMENT,APARTMENT,269900.0,2.0,102.0,SEMI_EQUIPPED,0,0.0,1,21.0,0,0.0,0.0,2.0,0,GOOD
12587,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,249000.0,2.0,88.0,NOT_DEFINED,0,0.0,1,21.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12588,Antwerp,APARTMENT,APARTMENT,660000.0,3.0,134.0,NOT_DEFINED,0,0.0,1,75.0,0,0.0,0.0,3.0,0,UNKNOWN
12589,Antwerp,APARTMENT,APARTMENT,415000.0,3.0,115.0,SEMI_EQUIPPED,0,0.0,1,11.0,0,0.0,0.0,2.0,0,GOOD
12590,Bruxelles,APARTMENT,DUPLEX,246000.0,2.0,111.0,NOT_DEFINED,0,0.0,1,39.0,0,0.0,0.0,0.0,0,GOOD
12591,Schaerbeek,APARTMENT,APARTMENT,229000.0,1.0,72.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12592,Jette,APARTMENT,APARTMENT,220000.0,2.0,80.0,NOT_DEFINED,0,0.0,1,2.0,0,0.0,0.0,0.0,0,TO_RESTORE
12593,Denée,HOUSE,HOUSE,566175.0,4.0,150.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,7902.0,4.0,0,UNKNOWN
12594,Trazegnies,HOUSE,HOUSE,195000.0,3.0,150.0,USA_SEMI_EQUIPPED,0,0.0,1,25.0,0,0.0,200.0,2.0,0,AS_NEW
12595,Carnières,HOUSE,HOUSE,178000.0,3.0,130.0,SEMI_EQUIPPED,0,0.0,1,0.0,1,0.0,735.0,4.0,0,TO_BE_DONE_UP
12596,Werchter,APARTMENT,APARTMENT,389000.0,3.0,132.0,INSTALLED,0,0.0,1,12.0,0,0.0,0.0,0.0,0,UNKNOWN
12597,Werchter,APARTMENT,APARTMENT,452500.0,3.0,123.0,INSTALLED,0,0.0,1,19.0,0,0.0,0.0,3.0,0,UNKNOWN
12598,Werchter,APARTMENT,APARTMENT,319000.0,2.0,95.0,INSTALLED,0,0.0,1,12.0,0,0.0,0.0,3.0,0,UNKNOWN
12599,Molenbeek-Saint-Jean,HOUSE,HOUSE,289000.0,2.0,90.0,NOT_DEFINED,0,0.0,1,15.0,0,0.0,75.0,2.0,0,GOOD
12600,Avelgem,HOUSE,HOUSE,124000.0,2.0,100.0,SEMI_EQUIPPED,0,1.0,0,0.0,1,0.0,167.0,2.0,0,TO_RENOVATE
12601,Bruxelles,HOUSE,HOUSE,275000.0,3.0,113.0,NOT_DEFINED,0,0.0,0,0.0,1,25.0,148.0,0.0,0,GOOD
12602,Saint-Gilles,APARTMENT,APARTMENT,289000.0,2.0,90.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,2.0,0,UNKNOWN
12603,Schaerbeek,APARTMENT,APARTMENT,215000.0,1.0,71.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12604,Roosdaal Pamel,HOUSE,BUNGALOW,349000.0,3.0,187.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1083.0,4.0,0,GOOD
12605,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,235000.0,1.0,65.0,NOT_INSTALLED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,AS_NEW
12606,Courcelles,HOUSE,HOUSE,150000.0,2.0,175.0,INSTALLED,0,0.0,1,0.0,1,250.0,395.0,3.0,0,GOOD
12607,FLASSIGNY,HOUSE,HOUSE,298000.0,2.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,1,920.0,1400.0,0.0,0,UNKNOWN
12608,Huy,HOUSE,HOUSE,320000.0,3.0,180.0,SEMI_EQUIPPED,0,0.0,1,10.0,1,0.0,1297.0,4.0,0,TO_RENOVATE
12609,Aalbeke,APARTMENT,APARTMENT,225000.0,2.0,106.0,NOT_DEFINED,0,0.0,1,0.0,0,0.0,0.0,0.0,0,GOOD
12610,Evere,APARTMENT,APARTMENT,209000.0,2.0,107.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,TO_RESTORE
12611,Huy,HOUSE,APARTMENT_BLOCK,239000.0,5.0,195.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,160.0,3.0,0,JUST_RENOVATED
12612,Fontainel'Evêque,HOUSE,HOUSE,290000.0,5.0,226.0,NOT_DEFINED,0,0.0,1,49.0,1,327.0,475.0,4.0,0,GOOD
12613,Forchies la marche,HOUSE,HOUSE,290000.0,5.0,226.0,NOT_DEFINED,0,0.0,1,49.0,1,327.0,475.0,4.0,0,GOOD
12614,Heist-op-den-Berg,HOUSE,HOUSE,398900.0,3.0,143.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,1665.0,4.0,1,GOOD
12615,Assebroek,HOUSE,HOUSE,435000.0,4.0,262.0,INSTALLED,0,1.0,1,25.0,1,220.0,425.0,3.0,0,GOOD
12616,Ardooie,HOUSE,HOUSE,525000.0,4.0,200.0,HYPER_EQUIPPED,0,0.0,1,0.0,1,0.0,1254.0,0.0,0,AS_NEW
12617,Zwevegem,HOUSE,MIXED_USE_BUILDING,890000.0,4.0,230.0,INSTALLED,0,0.0,1,0.0,0,0.0,1225.0,2.0,0,AS_NEW
12618,Nivelles,HOUSE,HOUSE,175000.0,3.0,85.0,SEMI_EQUIPPED,0,0.0,1,10.0,1,65.0,110.0,2.0,0,TO_RENOVATE
12619,Gent Oostakker,HOUSE,VILLA,499000.0,4.0,180.0,NOT_DEFINED,0,0.0,1,40.0,1,290.0,629.0,4.0,0,GOOD
12620,Saint-Gilles,HOUSE,HOUSE,560000.0,6.0,300.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,0.0,2.0,0,TO_BE_DONE_UP
12621,Seraing,HOUSE,MIXED_USE_BUILDING,179000.0,2.0,217.0,INSTALLED,0,0.0,0,0.0,0,0.0,87.0,2.0,0,GOOD
12622,AUVELAIS,HOUSE,HOUSE,275000.0,3.0,103.0,SEMI_EQUIPPED,0,0.0,1,15.0,1,362.0,646.0,4.0,0,GOOD
12623,Waarschoot,HOUSE,HOUSE,359000.0,5.0,220.0,INSTALLED,0,0.0,0,0.0,1,0.0,495.0,4.0,0,JUST_RENOVATED
12624,Assesse,HOUSE,HOUSE,450000.0,3.0,315.0,NOT_DEFINED,0,0.0,1,40.0,1,0.0,1066.0,0.0,0,TO_BE_DONE_UP
12625,Antwerpen,HOUSE,APARTMENT_BLOCK,515000.0,4.0,270.0,SEMI_EQUIPPED,0,0.0,0,0.0,1,50.0,135.0,2.0,0,GOOD
12626,Ohey,HOUSE,FARMHOUSE,599000.0,6.0,194.0,INSTALLED,0,0.0,0,0.0,1,2284.0,2284.0,4.0,0,JUST_RENOVATED
12627,Beyne-Heusay,HOUSE,EXCEPTIONAL_PROPERTY,745000.0,3.0,389.74174174174175,INSTALLED,0,0.0,1,17.0,1,174.0,10566.0,4.0,0,GOOD
12628,Antwerpen,HOUSE,HOUSE,749000.0,4.0,260.0,HYPER_EQUIPPED,0,0.0,1,8.0,0,0.0,93.0,2.0,0,JUST_RENOVATED
12629,Trois-ponts,HOUSE,EXCEPTIONAL_PROPERTY,830000.0,5.0,335.0,INSTALLED,1,0.0,1,0.0,0,0.0,5000.0,4.0,0,AS_NEW
12630,Rhode-Saint-Genèse,HOUSE,VILLA,1150000.0,4.0,240.0,INSTALLED,0,0.0,0,0.0,1,0.0,1151.0,4.0,0,GOOD
12631,Berlaar,HOUSE,HOUSE,345000.0,3.0,169.0,INSTALLED,0,0.0,1,9.0,1,62.0,254.0,3.0,0,UNKNOWN
12632,Berlaar,HOUSE,HOUSE,348000.0,3.0,169.0,INSTALLED,0,0.0,1,12.0,1,60.0,144.0,3.0,0,UNKNOWN
12633,Ronse,HOUSE,HOUSE,348000.0,5.0,300.0,INSTALLED,0,0.0,1,0.0,0,0.0,250.0,2.0,0,UNKNOWN
12634,Berlaar,HOUSE,HOUSE,383000.0,3.0,172.0,INSTALLED,0,0.0,1,13.0,1,202.0,287.0,3.0,0,UNKNOWN
12635,Brecht,HOUSE,HOUSE,450000.0,4.0,158.0,INSTALLED,0,0.0,1,40.0,1,300.0,913.0,4.0,0,GOOD
12636,Waregem,HOUSE,HOUSE,549000.0,2.0,220.0,USA_HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,326.0,2.0,0,JUST_RENOVATED
12637,Brugge,HOUSE,HOUSE,695000.0,3.0,195.89453526389536,INSTALLED,0,0.0,0,0.0,0,0.0,809.0,2.0,0,AS_NEW
12638,Overijse,HOUSE,HOUSE,875000.0,6.0,313.0,INSTALLED,0,1.0,0,0.0,0,0.0,1079.0,4.0,0,TO_BE_DONE_UP
12639,Seraing,HOUSE,HOUSE,139000.0,3.0,195.89453526389536,NOT_DEFINED,0,0.0,0,0.0,0,0.0,74.0,2.0,0,TO_BE_DONE_UP
12640,Roeselare,HOUSE,HOUSE,200000.0,3.0,101.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,171.0,3.0,0,GOOD
12641,Etterbeek,APARTMENT,APARTMENT,475000.0,3.0,110.0,NOT_DEFINED,0,0.0,1,9.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12642,Enghien,HOUSE,HOUSE,213000.0,1.0,110.0,NOT_DEFINED,0,0.0,0,0.0,1,1500.0,2000.0,3.0,0,TO_RENOVATE
12643,Denée,HOUSE,HOUSE,419642.0,3.0,150.0,NOT_DEFINED,0,0.0,0,0.0,1,0.0,2397.0,4.0,0,UNKNOWN
12644,Solre-sur-Sambre,HOUSE,HOUSE,360000.0,6.0,180.0,INSTALLED,0,0.0,1,20.0,1,560.0,660.0,2.0,0,UNKNOWN
12645,Evere,HOUSE,HOUSE,449000.0,4.0,120.0,NOT_DEFINED,0,0.0,1,11.0,0,0.0,135.0,0.0,0,JUST_RENOVATED
12646,Ichtegem,HOUSE,VILLA,449000.0,4.0,229.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,1931.0,4.0,0,TO_RESTORE
12647,Schaerbeek,HOUSE,HOUSE,420000.0,5.0,260.0,NOT_DEFINED,0,0.0,0,0.0,1,68.0,175.0,0.0,0,TO_RENOVATE
12648,Woluwe-Saint-Pierre,APARTMENT,DUPLEX,400000.0,2.0,114.0,NOT_DEFINED,0,1.0,1,7.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12649,Jette,APARTMENT,APARTMENT,395000.0,2.0,96.0,NOT_DEFINED,0,0.0,1,10.0,1,40.0,0.0,0.0,1,JUST_RENOVATED
12650,Lint,HOUSE,HOUSE,299000.0,4.0,143.0,SEMI_EQUIPPED,0,0.0,1,30.0,0,0.0,570.0,3.0,0,TO_RENOVATE
12651,Roosdaal,APARTMENT,GROUND_FLOOR,285000.0,2.0,98.0,HYPER_EQUIPPED,0,0.0,1,22.0,1,0.0,0.0,0.0,0,AS_NEW
12652,Zichen-Zussen-Bolder,HOUSE,HOUSE,294000.0,3.0,162.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,483.0,3.0,0,UNKNOWN
12653,Evere,APARTMENT,APARTMENT,365000.0,2.0,120.0,NOT_DEFINED,0,0.0,1,4.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12654,Ganshoren,APARTMENT,APARTMENT,350000.0,3.0,104.0,NOT_DEFINED,0,0.0,1,14.0,0,0.0,0.0,0.0,0,GOOD
12655,OREYE,HOUSE,HOUSE,299000.0,4.0,165.0,NOT_DEFINED,0,0.0,1,56.0,1,720.0,830.0,3.0,0,GOOD
12656,Saint-Josse-ten-Noode,HOUSE,TOWN_HOUSE,349000.0,6.0,193.0,NOT_DEFINED,0,1.0,1,8.0,0,0.0,77.0,0.0,0,GOOD
12657,Evere,APARTMENT,APARTMENT,329000.0,2.0,118.0,NOT_DEFINED,0,0.0,1,3.0,0,0.0,0.0,0.0,0,TO_RESTORE
12658,Aalst,HOUSE,HOUSE,230000.0,2.0,120.0,USA_INSTALLED,0,0.0,1,0.0,1,40.0,98.0,2.0,0,GOOD
12659,Bléharies,HOUSE,VILLA,280000.0,3.0,175.0,INSTALLED,0,0.0,1,20.0,1,450.0,450.0,4.0,0,UNKNOWN
12660,Evere,HOUSE,HOUSE,325000.0,4.0,133.0,NOT_DEFINED,0,0.0,0,0.0,1,25.0,75.0,2.0,0,TO_RENOVATE
12661,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,319000.0,2.0,98.0,NOT_DEFINED,0,0.0,1,21.0,0,0.0,0.0,0.0,0,JUST_RENOVATED
12662,Ans,APARTMENT,APARTMENT,175000.0,2.0,75.0,SEMI_EQUIPPED,0,0.0,1,4.0,0,0.0,0.0,2.0,0,GOOD
12663,Montigny-le-Tilleul,HOUSE,VILLA,318000.0,4.0,225.0,NOT_DEFINED,0,1.0,1,20.0,1,1850.0,2000.0,0.0,0,GOOD
12664,Uccle,APARTMENT,APARTMENT,525000.0,2.0,131.0,HYPER_EQUIPPED,0,0.0,1,20.0,0,0.0,0.0,3.0,0,AS_NEW
12665,Mol,APARTMENT,APARTMENT,219000.0,1.0,67.0,NOT_DEFINED,0,0.0,1,24.0,0,0.0,0.0,3.0,0,GOOD
12666,Niel,HOUSE,HOUSE,279000.0,4.0,189.0,INSTALLED,0,0.0,0,0.0,1,0.0,173.0,2.0,0,UNKNOWN
12667,Uccle,HOUSE,OTHER_PROPERTY,799000.0,4.0,205.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,250.0,0.0,0,GOOD
12668,Evere,APARTMENT,APARTMENT,269000.0,2.0,83.0,NOT_DEFINED,0,0.0,0,0.0,0,0.0,0.0,0.0,0,GOOD
12669,Uccle,HOUSE,HOUSE,799000.0,4.0,205.0,HYPER_EQUIPPED,0,0.0,0,0.0,1,0.0,250.0,0.0,0,GOOD
12670,Merksem,HOUSE,HOUSE,365000.0,3.0,195.89453526389536,USA_INSTALLED,0,1.0,1,10.0,1,96.0,176.0,2.0,0,TO_BE_DONE_UP
12671,EEKLO,HOUSE,MANSION,659000.0,4.0,350.0,INSTALLED,0,0.0,0,0.0,0,0.0,1702.0,4.0,0,GOOD
12672,Ixelles,HOUSE,HOUSE,995000.0,5.0,228.0,HYPER_EQUIPPED,0,0.0,1,0.0,0,0.0,99.0,2.0,0,GOOD
12673,Keerbergen,HOUSE,VILLA,1250000.0,5.0,382.0,USA_HYPER_EQUIPPED,0,1.0,1,180.0,1,1412.0,1800.0,4.0,1,AS_NEW
12674,Knokke-Heist,HOUSE,VILLA,1995000.0,4.0,218.0,INSTALLED,0,0.0,1,0.0,1,1365.0,1365.0,4.0,0,GOOD
12675,Uccle,HOUSE,VILLA,3200000.0,7.0,550.0,HYPER_EQUIPPED,0,2.0,0,0.0,1,2317.0,2522.0,4.0,0,UNKNOWN
12676,Honnay,HOUSE,VILLA,350000.0,4.0,148.0,INSTALLED,0,1.0,1,40.0,1,300.0,500.0,4.0,0,JUST_RENOVATED
